OTU	M1	M2	M3	M4	M5	M6	M7	M8
Didymella_chenopodii_1	0	0	0	0	0	1	1	0
Sarocladium_dejongiae_2	2	0	0	0	0	0	0	0
Fusarium_equiseti_27	0	0	0	0	0	0	1	1
Coniosporium_sp_33	2	0	0	0	0	0	0	0
Heterophoma_nobilis_2	0	0	0	2	0	0	0	0
Fusarium_equiseti_28	0	2	0	0	0	0	0	0
Fusarium_oxysporum_4	0	0	0	0	0	0	2	0
Epicoccum_thailandicum_4	0	2	0	0	0	0	0	0
Pseudoarthrographis_sp_12	0	0	0	0	0	0	2	0
Pseudopithomyces_chartarum_1	0	0	0	1	0	0	1	0
Ophiostoma_album_1	0	0	0	2	0	0	0	0
Ilyonectria_liriodendri_2	0	0	0	0	0	0	2	0
Pseudocercospora_paranaensis_3	0	0	0	0	0	0	1	1
Monosporascus_sp_2	0	0	0	0	0	0	2	0
Pseudoarthrographis_sp_13	0	0	0	2	0	0	0	0
Gymnosporangium_huanglongense_1	0	0	0	0	0	0	0	2
Pseudocercospora_paranaensis_4	0	0	0	0	0	1	0	1
Fusarium_buharicum_14	0	1	0	0	0	0	1	0
Toxicocladosporium_chlamydosporum_8	0	0	0	0	0	0	1	1
Coniosporium_sp_34	0	1	0	0	0	0	1	0
Coniosporium_sp_35	0	0	0	2	0	0	0	0
Entyloma_carmeli_14	0	0	0	0	0	0	2	0
Helminthosporium_genistae_4	0	0	0	2	0	0	0	0
Fusarium_keratoplasticum_1	0	0	0	2	0	0	0	0
Rhizoctonia_solani_2	0	0	0	0	0	2	0	0
Coniosporium_sp_36	0	0	0	0	0	1	0	1
Coniosporium_sp_37	0	0	0	2	0	0	0	0
Helminthosporium_genistae_5	0	0	0	0	0	0	0	2
Geastrumia_polystigmatis_1	0	0	0	0	0	0	2	0
Fusarium_brachygibbosum_8	0	0	0	0	0	2	0	0
Verticillium_zaregamsianum_1	0	0	0	0	0	0	1	1
Fusarium_equiseti_29	0	0	0	0	0	0	1	1
Curvularia_inaequalis_1	0	0	0	1	0	0	0	1
Paraphoma_radicina_1	0	0	0	0	2	0	0	0
Exserohilum_khartoumense_7	0	2	0	0	0	0	0	0
Fusarium_equiseti_30	0	0	0	2	0	0	0	0
Coniosporium_sp_38	0	0	0	0	0	0	0	2
Paraphoma_salicis_2	0	0	0	0	0	0	2	0
Stemphylium_vesicarium_1	0	0	0	2	0	0	0	0
Paraphoma_radicina_2	0	0	0	2	0	0	0	0
Alternaria_chlamydosporigena_1	0	0	0	2	0	0	0	0
Helminthosporium_genistae_6	0	0	0	2	0	0	0	0
Fusarium_equiseti_31	0	2	0	0	0	0	0	0
Coniosporium_sp_39	0	0	0	0	0	0	2	0
Ilyonectria_mors-panacis_2	0	2	0	0	0	0	0	0
Fusarium_oxysporum_5	0	0	0	0	0	0	2	0
Arthuriomyces_peckianus_1	0	0	0	0	0	2	0	0
Curvularia_kusanoi_1	2	0	0	0	0	0	0	0
Helminthosporium_genistae_7	0	0	0	0	0	1	1	0
Ophiostoma_aggregatum_8	0	1	0	1	0	0	0	0
Fusarium_equiseti_32	0	2	0	0	0	0	0	0
Fusarium_equiseti_33	0	2	0	0	0	0	0	0
Fusarium_equiseti_34	0	0	0	0	0	0	2	0
Epicoccum_thailandicum_5	0	0	0	0	0	0	2	0
Microdochium_colombiense_2	0	0	0	0	0	0	2	0
Fusarium_variasi_6	0	0	0	0	0	2	0	0
Entyloma_cosmi_1	0	0	0	0	0	2	0	0
Fusarium_buharicum_15	0	0	0	2	0	0	0	0
Volutella_consors_2	0	0	0	0	0	0	0	2
Heterophoma_nobilis_3	2	0	0	0	0	0	0	0
Setophoma_terrestris_2	0	0	0	2	0	0	0	0
Plectosphaerella_melonis_2	0	0	0	0	0	0	2	0
Fusarium_buharicum_16	0	0	0	0	0	0	1	1
Apiospora_iberica_1	0	0	0	0	0	0	0	2
Periconia_didymospora_2	0	0	0	0	0	0	2	0
Ilyonectria_liriodendri_3	0	1	0	0	0	0	0	0
Coniosporium_sp_40	0	0	0	0	0	0	0	1
Exserohilum_khartoumense_8	0	0	0	0	0	0	0	1
Laetiporus_caribensis_2	0	0	0	0	0	0	1	0
Fusarium_variasi_7	0	0	0	0	0	1	0	0
Helminthosporium_genistae_8	0	0	0	0	0	0	0	1
Fusarium_buharicum_17	0	0	0	0	0	1	0	0
Colletotrichum_aciculare_2	0	1	0	0	0	0	0	0
Coniosporium_sp_41	0	0	0	0	0	0	1	0
Entyloma_carmeli_15	0	1	0	0	0	0	0	0
Coniosporium_sp_42	1	0	0	0	0	0	0	0
Verticillium_nubilum_2	0	0	0	0	0	0	1	0
Ophiognomonia_micromegala_1	0	0	0	1	0	0	0	0
Coniosporium_sp_43	0	0	0	0	0	1	0	0
Ophiostoma_aggregatum_9	0	0	0	0	0	0	0	1
Fusarium_oxysporum_6	0	0	0	1	0	0	0	0
Coniosporium_sp_44	0	0	0	0	0	0	1	0
Calonectria_terrae-reginae_1	1	0	0	0	0	0	0	0
Alternaria_chlamydospora_1	0	0	0	0	0	0	0	1
Dendrophoma_sp_1	0	0	0	0	0	0	1	0
Fusarium_equiseti_35	0	0	0	0	0	0	0	1
Alternaria_pobletensis_1	1	0	0	0	0	0	0	0
Fusarium_buharicum_18	0	1	0	0	0	0	0	0
Curvularia_eragrostidis_1	1	0	0	0	0	0	0	0
Heterophoma_nobilis_4	0	0	0	0	0	1	0	0
Fusarium_equiseti_36	0	0	0	1	0	0	0	0
Periconia_didymospora_3	0	0	0	0	0	0	0	1
Fusarium_buharicum_19	0	1	0	0	0	0	0	0
Fusarium_buharicum_20	0	0	0	0	0	0	1	0
Fusarium_variasi_8	0	0	0	1	0	0	0	0
Coniosporium_sp_45	0	0	0	0	0	0	1	0
Stagonospora_lomandrae_1	0	0	0	0	0	0	1	0
Fusarium_oxysporum_7	0	0	0	0	0	0	0	1
Fusarium_equiseti_37	0	0	0	1	0	0	0	0
Fusarium_equiseti_38	0	0	0	0	0	0	1	0
Fusarium_oxysporum_8	0	0	0	1	0	0	0	0
Plectosphaerella_cucumerina_3	0	0	0	0	0	0	0	1
Fusarium_buharicum_21	0	0	0	1	0	0	0	0
Coniosporium_sp_46	0	1	0	0	0	0	0	0
Didymella_ocimicola_1	0	0	0	0	0	0	0	1
Curvularia_hawaiiensis_1	0	0	0	0	0	1	0	0
Rhizoctonia_sp_3	0	0	0	0	0	0	1	0
Periconia_didymospora_4	0	0	0	0	0	1	0	0
Ophiostoma_aggregatum_10	1	0	0	0	0	0	0	0
Laetiporus_caribensis_3	0	1	0	0	0	0	0	0
Fusarium_equiseti_39	0	0	0	1	0	0	0	0
Fusarium_buharicum_22	0	0	0	0	0	1	0	0
Arthrinium_crenatum_1	0	1	0	0	0	0	0	0
Antherospora_vindobonensis_2	0	0	0	1	0	0	0	0
Ceratobasidium_sp_8	0	0	0	0	0	0	0	1
Calonectria_multiseptata_1	0	0	0	1	0	0	0	0
Fusarium_variasi_9	0	0	0	1	0	0	0	0
Epicoccum_brasiliense_6	0	0	0	0	0	0	0	1
Fusarium_sp_4	0	0	0	0	0	0	1	0
Ustilaginoidea_virens_1	0	0	0	0	0	0	0	1
Plectosphaerella_cucumerina_4	0	0	0	1	0	0	0	0
Sarocladium_dejongiae_3	0	0	0	0	0	0	0	1
Ophiosphaerella_taiwanica_1	0	0	0	0	0	1	0	0
Fusarium_variasi_10	0	0	0	1	0	0	0	0
Phakopsora_myrtacearum_1	0	0	0	0	0	1	0	0
Epicoccum_brasiliense_7	0	0	0	0	0	0	0	1
Fusarium_buharicum_23	0	0	0	0	0	0	0	1
Helminthosporium_genistae_9	0	0	0	0	0	0	1	0
Coniosporium_sp_47	0	0	0	0	0	1	0	0
Cryptotrichosporon_anacardii_1	0	0	0	0	0	0	1	0
Fusarium_equiseti_40	0	0	0	0	0	0	1	0
Coniosporium_sp_48	0	0	0	0	0	1	0	0
Acrophialophora_levis_7	0	0	0	0	0	1	0	0
Bipolaris_drechsleri_3	0	0	0	0	0	0	0	1
Entyloma_carmeli_16	0	0	0	0	0	0	0	1
Fusarium_variasi_11	0	0	0	0	0	1	0	0
Entyloma_carmeli_17	0	0	0	0	0	0	1	0
Verticillium_zaregamsianum_2	0	0	0	0	0	1	0	0
Epicoccum_thailandicum_6	0	0	0	0	0	0	1	0
Rhizoctonia_sp_4	0	0	0	0	0	0	1	0
Fusarium_equiseti_41	0	0	0	1	0	0	0	0
Ilyonectria_robusta_1	0	0	0	0	0	1	0	0
Verticillium_dahliae_2	0	0	0	0	0	1	0	0
Entyloma_carmeli_18	0	0	0	1	0	0	0	0
Fusarium_brachygibbosum_9	0	0	0	1	0	0	0	0
Coniosporium_sp_49	0	0	0	0	0	0	1	0
Plectosphaerella_melonis_3	0	0	0	0	0	0	0	1
Exserohilum_khartoumense_9	0	0	0	0	0	1	0	0
Fusarium_buharicum_24	0	0	0	0	0	0	0	1
Fusarium_equiseti_42	0	0	0	0	0	1	0	0
Fusarium_sp_5	0	0	0	0	0	0	0	1
Thanatephorus_sp_1	0	0	0	0	0	0	0	1
Stemphylium_vesicarium_2	0	0	0	0	0	0	0	1
Setophoma_terrestris_3	0	0	0	1	0	0	0	0
Fusarium_equiseti_43	0	0	0	0	0	0	1	0
Helminthosporium_genistae_10	0	0	0	1	0	0	0	0
Fusarium_buharicum_25	0	0	0	0	0	0	1	0
Volutella_consors_3	0	0	0	0	0	1	0	0
Fusarium_equiseti_44	0	0	0	0	0	0	1	0
Coniosporium_sp_50	0	0	0	0	0	1	0	0
Fusarium_equiseti_45	0	1	0	0	0	0	0	0
Pyrenophora_catenaria_1	0	0	0	0	0	1	0	0
Ceratobasidium_sp_9	0	0	0	0	0	0	1	0
Seimatosporium_botan_1	0	0	0	0	0	0	1	0
Sarocladium_bacillisporum_1	0	0	0	0	0	1	0	0
Bipolaris_drechsleri_4	0	0	0	1	0	0	0	0
Muriphaeosphaeria_viburni_1	0	0	0	0	0	0	1	0
Fusarium_buharicum_26	0	0	0	0	0	1	0	0
Fusarium_poae_1	0	0	0	0	0	0	1	0
Calonectria_australiensis_1	0	1	0	0	0	0	0	0
Fusarium_equiseti_46	0	0	0	0	0	1	0	0
Plectosphaerella_cucumerina_5	0	0	0	0	1	0	0	0
Fusarium_brachygibbosum_10	0	0	0	1	0	0	0	0
Fusarium_variasi_12	0	1	0	0	0	0	0	0
Laetiporus_caribensis_4	0	0	0	0	0	0	0	1
Coniosporium_sp_51	0	0	0	0	0	0	1	0
Verticillium_dahliae_3	1	0	0	0	0	0	0	0
Fusarium_guadeloupense_1	0	0	0	0	0	0	1	0
Fusarium_equiseti_47	0	0	0	0	1	0	0	0
Fusarium_brachygibbosum_11	0	0	0	1	0	0	0	0
Fusarium_buharicum_27	0	0	0	0	0	0	0	1
Fusarium_equiseti_48	0	0	0	0	0	0	1	0
Fusarium_buharicum_28	1	0	0	0	0	0	0	0
Fusarium_equiseti_49	0	0	0	0	0	0	0	1
Coniosporium_sp_52	0	0	0	0	0	0	1	0
Sporothrix_dombeyi_1	0	0	0	0	0	0	0	1
Acrophialophora_levis_8	0	0	0	0	0	0	1	0
Monographella_sp_2	0	0	0	1	0	0	0	0
Ophiostoma_aggregatum_11	0	0	0	0	0	0	0	1
Ceratobasidium_sp_10	1	0	0	0	0	0	0	0
Rhizoctonia_sp_5	0	0	0	1	0	0	0	0
Calonectria_asiatica_1	0	0	0	1	0	0	0	0
Lectera_capsici_2	0	0	0	0	0	0	0	1
Exobasidium_ferrugineae_2	0	0	0	0	0	0	0	1
Coniosporium_sp_53	0	0	0	0	1	0	0	0
Fusarium_equiseti_50	0	0	0	0	0	0	1	0
Coniosporium_sp_54	1	0	0	0	0	0	0	0
Fusarium_oxysporum_9	0	0	0	0	0	0	1	0
Verticillium_zaregamsianum_3	1	0	0	0	0	0	0	0
Fusarium_equiseti_51	0	0	0	1	0	0	0	0
Erysiphe_platani_3	0	0	0	0	0	0	0	1
Acrophialophora_levis_9	0	0	0	0	0	0	0	1
Ganoderma_nasalaense_3	0	1	0	0	0	0	0	0
Fusarium_equiseti_52	0	0	0	0	0	0	0	1
Fusarium_equiseti_53	0	0	0	0	0	0	1	0
Fusarium_equiseti_54	0	0	0	0	0	0	0	1
Rhizoctonia_sp_6	0	0	0	0	0	0	0	1
Lectera_longa_2	0	0	0	1	0	0	0	0
Fusarium_brachygibbosum_12	0	0	0	1	0	0	0	0
Fusarium_equiseti_55	0	0	0	0	0	0	1	0
Phakopsora_myrtacearum_2	0	0	0	0	0	0	1	0
Coniosporium_sp_55	0	0	0	0	0	1	0	0
Mycochaetophora_gentianae_3	0	0	0	0	0	0	1	0
Coniosporium_sp_56	0	0	0	0	0	0	1	0
Coniosporium_sp_57	0	0	0	0	0	1	0	0
Fusarium_buharicum_29	0	0	0	0	1	0	0	0
Fusarium_buharicum_30	0	0	0	0	0	0	1	0
Fusarium_brachygibbosum_13	0	0	0	0	0	1	0	0
Ganoderma_nasalaense_4	0	0	0	0	0	0	1	0
Fusarium_equiseti_56	0	0	0	0	0	0	0	1
Fusarium_equiseti_57	0	1	0	0	0	0	0	0
Phakopsora_myrtacearum_3	0	0	0	0	0	0	1	0
Ophiostoma_aggregatum_12	0	0	0	0	0	0	1	0
Entyloma_carmeli_19	0	0	0	0	0	0	1	0
Mycochaetophora_gentianae_4	0	0	0	1	0	0	0	0
Verticillium_dahliae_4	0	1	0	0	0	0	0	0
Erysiphe_platani_4	0	0	0	1	0	0	0	0
Fusarium_brachygibbosum_14	0	0	0	0	0	0	1	0
Entyloma_carmeli_20	1	0	0	0	0	0	0	0
Ophiostoma_aggregatum_13	0	0	0	0	0	0	0	1
Engleromyces_sinensis_1	0	0	0	0	0	1	0	0
Acrophialophora_levis_10	0	0	0	0	0	0	0	1
Ganoderma_nasalaense_5	0	0	0	0	0	0	0	1
Fusarium_variasi_13	0	0	0	0	0	0	1	0
Polyscytalum_pustulans_1	0	0	0	0	0	0	1	0
Fusarium_buharicum_31	0	0	0	0	0	0	1	0
Fusarium_buharicum_32	0	0	0	0	0	0	1	0
Ilyonectria_liriodendri_4	0	0	0	0	0	0	0	1
Fusarium_solani_1	0	0	0	1	0	0	0	0
Microdochium_panattonianum_1	0	0	0	0	0	0	1	0
Cytospora_sophoricola_1	0	0	0	0	0	0	0	1
Monosporascus_sp_3	0	0	0	0	0	0	1	0
Fusarium_buharicum_33	0	0	0	0	0	0	1	0
Fusarium_equiseti_58	0	0	0	0	0	1	0	0
Fusarium_equiseti_59	0	0	0	0	0	0	1	0
Antherospora_vindobonensis_3	0	0	0	0	0	1	0	0
Limonomyces_roseipellis_1	0	0	0	0	0	0	1	0
Fusarium_equiseti_60	0	1	0	0	0	0	0	0
Gaeumannomyces_hyphopodioides_2	0	0	0	1	0	0	0	0
Ganoderma_nasalaense_6	0	0	0	1	0	0	0	0
Fusarium_variasi_14	0	0	0	1	0	0	0	0
Terramyces_subangulosus_1	13	11	0	2	0	17	454	17
Terramyces_subangulosus_2	70	35	0	1	0	0	17	6
Terramyces_subangulosus_3	1	0	0	15	0	0	19	1
Terramyces_subangulosus_4	0	0	0	0	0	10	0	0
Terramyces_subangulosus_5	0	8	0	0	0	0	0	0
Spizellomyces_sp_1	0	0	0	0	0	0	0	5
Terramyces_subangulosus_6	0	3	0	0	0	0	0	2
Powellomyces_sp_1	0	0	0	0	0	0	0	1
Terramyces_subangulosus_7	0	0	0	0	0	0	0	1
Terramyces_subangulosus_8	0	0	0	1	0	0	0	0
Terramyces_subangulosus_9	0	0	0	0	0	1	0	0
Kiskunsagia_ubrizsyi_1	33	9	5	7	0	26	2589	68
Kiskunsagia_ubrizsyi_2	14	96	2	179	2	13	1595	37
Kiskunsagia_ubrizsyi_3	4	1	1404	0	182	6	12	24
Kiskunsagia_ubrizsyi_4	2	0	1458	4	3	3	3	17
Serendipita_sp_1	4	0	0	0	0	13	18	74
Serendipita_sp_2	0	0	0	0	2	0	0	57
Serendipita_sp_3	1	0	0	2	0	0	19	2
Darksidea_alpha_1	0	1	0	0	0	0	0	0
Darksidea_epsilon_1	0	0	0	0	0	0	1	0
Serendipita_sp_4	0	0	0	0	0	0	1	0
Peziza_sp_1	6822	2142	17638	1747	12780	12031	1736	160772
Rhynchogastrema_glucofermentans_1	8	6	5	9	259	658	7	795
Malassezia_sp_1	0	7	1502	6	0	4	2	19
Peziza_sp_2	3	4	1227	3	0	3	8	11
Malassezia_restricta_1	2	69	4	1079	0	1	1	11
Xepicula_leucotricha_1	11	8	4	815	2	260	15	46
Knufia_sp_1	3	1	3	2	186	8	3	911
Peziza_sp_3	295	24	1	66	1	50	66	393
Peziza_sp_4	13	80	4	409	3	316	10	23
Iodophanus_sp_1	2	9	671	59	2	9	11	11
Peziza_sp_5	174	49	2	490	0	11	20	24
Peziza_sp_6	383	141	11	45	0	11	95	24
Aaosphaeria_arxii_1	9	501	1	146	2	8	3	18
Peziza_sp_7	9	48	2	281	0	10	286	18
Peziza_sp_8	3	2	0	0	0	498	1	9
Peziza_sp_9	13	3	0	177	1	2	294	14
Saitozyma_podzolica_1	55	44	0	5	0	101	15	127
Archaeorhizomyces_sp_1	10	25	0	42	0	31	231	7
Mortierella_polygonia_1	2	0	0	0	0	295	17	4
Coprinopsis_sp_1	8	11	0	2	0	4	265	6
Leucosporidium_golubevii_1	208	1	0	1	0	6	50	8
Mortierella_histoplasmatoides_1	1	5	0	0	0	244	2	5
Vishniacozyma_tephrensis_1	1	1	0	6	0	2	238	2
Malassezia_cuniculi_1	5	0	0	1	0	1	0	241
Echinusitheca_citrispora_1	13	12	1	32	0	1	175	6
Ramicandelaber_taiwanensis_1	2	8	0	12	0	146	22	0
Mortierella_sp_1	0	1	176	2	0	0	9	0
Vishniacozyma_victoriae_1	2	5	1	123	0	2	20	29
Rhizomucor_pusillus_1	1	2	1	28	0	102	40	4
Sodiomyces_alcalophilus_1	1	27	0	44	1	3	65	12
Emericellopsis_glabra_1	5	1	0	1	8	1	0	108
Archaeorhizomyces_sp_2	9	16	3	40	0	5	28	12
Coprinopsis_sp_2	1	4	1	4	0	100	0	1
Entoloma_sp_1	1	0	0	2	2	83	22	0
Peziza_oceanica_1	0	101	0	1	0	0	0	3
Coprinopsis_fulva_1	1	0	0	0	0	100	2	1
Rhizopus_arrhizus_1	47	2	0	0	0	1	45	4
Coprinellus_alkalinus_1	0	97	0	1	0	0	0	0
Peziza_sp_10	0	0	96	0	0	0	1	0
Archaeorhizomyces_sp_3	1	23	0	68	0	1	1	1
Mortierella_polygonia_2	14	8	0	57	0	2	4	4
Myrmecridium_pulvericola_1	0	1	86	0	0	0	0	0
Spiromastix_sp_1	0	66	0	0	0	0	20	1
Mattirolomyces_spinosus_1	0	71	4	0	0	1	0	8
Pithoascus_nidicola_1	1	13	0	0	0	0	58	3
Thermomyces_lanuginosus_1	0	0	0	3	0	67	0	3
Mortierella_sp_2	0	44	0	17	0	2	4	3
Myrmecridium_thailandicum_1	1	0	0	0	0	66	0	0
Microascus_alveolaris_1	0	47	0	5	0	0	7	0
Geminibasidium_sp_1	0	2	0	0	0	56	0	1
Archaeorhizomyces_sp_4	52	0	0	1	0	2	0	2
Achroiostachys_levigata_1	0	6	0	33	0	1	15	2
Saitozyma_paraflava_1	0	0	0	0	0	7	0	48
Iodophanus_carneus_1	0	0	0	10	0	0	23	19
Entoloma_phaeocarpum_1	0	0	0	6	0	0	45	1
Peziza_sp_11	0	34	0	10	0	2	2	3
Scedosporium_prolificans_1	0	1	0	1	0	1	46	0
Rhexothecium_globosum_1	0	0	0	0	0	45	2	0
Archaeorhizomyces_sp_5	0	1	0	43	0	2	0	0
Mortierella_sp_3	4	0	0	0	0	40	0	1
Arthrocladium_caudatum_1	11	9	0	13	3	0	0	7
Conocybe_dumetorum_1	2	7	0	3	0	16	7	5
Ramicandelaber_taiwanensis_2	16	9	0	0	0	5	6	3
Leucoagaricus_erminiae_1	0	27	0	0	0	0	2	9
Knufia_mediterranea_1	0	0	0	0	38	0	0	0
Mortierella_rishikesha_1	2	0	0	0	0	0	33	1
Ramicandelaber_taiwanensis_3	32	0	0	0	0	0	1	1
Microascus_cinereus_1	15	8	0	2	0	0	3	1
Knufia_petricola_1	0	0	0	0	0	0	29	0
Peziza_sp_12	22	1	0	0	0	1	1	3
Conocybe_velutipes_1	0	0	0	18	0	1	8	0
Peziza_sp_13	0	9	0	0	0	0	15	0
Myrmecridium_flexuosum_1	0	0	0	0	0	24	0	0
Entoloma_sp_2	0	2	0	21	0	0	0	0
Cladophialophora_nyingchiensis_1	0	0	0	0	0	18	3	0
Mortierella_oligospora_1	0	17	0	3	0	1	0	0
Lichtheimia_corymbifera_1	0	0	0	0	0	2	10	8
Agrocybe_vervacti_1	0	0	0	0	0	0	0	20
Arthrocladium_tardum_1	12	2	0	1	0	0	4	0
Mortierella_sp_4	0	16	0	0	0	0	2	1
Mortierella_sp_5	0	17	0	0	0	0	0	2
Mortierella_sp_6	0	0	0	0	0	19	0	0
Hygrocybe_constrictospora_1	0	10	0	2	0	0	7	0
Microascus_chinensis_1	5	6	0	1	0	0	6	0
Archaeorhizomyces_sp_6	1	1	0	0	0	4	2	10
Microascus_chinensis_2	0	1	0	13	0	0	2	1
Mortierella_antarctica_1	14	0	0	0	0	0	1	2
Albifimbria_verrucaria_1	0	0	0	15	0	0	0	2
Rhynchogastrema_glucofermentans_2	0	4	0	0	0	8	3	2
Lichtheimia_ramosa_1	5	0	0	0	0	2	0	9
Rhizomucor_miehei_1	0	0	0	0	0	16	0	0
Ramicandelaber_taiwanensis_4	0	9	1	5	0	1	0	0
Peziza_sp_14	0	0	0	1	0	0	13	1
Saitozyma_paraflava_2	0	0	0	0	0	2	11	2
Amauroascus_albicans_1	0	0	0	0	0	3	4	8
Tricharina_gilva_1	2	0	0	0	0	5	1	6
Knufia_tsunedae_1	0	12	0	2	0	0	0	0
Arthrocladium_tardum_2	0	0	0	0	0	0	13	0
Gymnascella_hyalinospora_1	0	0	0	0	0	0	13	0
Coprinopsis_sp_3	0	0	0	4	0	1	7	0
Vishniacozyma_sp_1	0	6	0	0	0	0	6	0
Ectophoma_multirostrata_1	0	0	0	0	0	0	10	1
Microascus_chinensis_3	1	0	0	0	0	0	2	8
Solicoccozyma_terricola_1	0	1	0	0	0	0	10	0
Xepicula_leucotricha_2	0	0	0	0	0	10	0	1
Conocybe_velutipes_2	0	1	0	1	0	7	2	0
Entoloma_infula_1	3	0	0	0	0	1	2	5
Ramicandelaber_taiwanensis_5	1	0	0	1	0	0	7	1
Vishniacozyma_victoriae_2	0	0	0	0	0	0	10	0
Cephaliophora_sp_1	8	0	1	0	0	0	0	1
Peziza_sp_15	0	0	0	4	0	6	0	0
Amauroascus_sp_1	0	0	0	10	0	0	0	0
Mortierella_sp_7	0	5	0	2	0	0	2	1
Ramicandelaber_taiwanensis_6	0	0	0	0	0	0	9	0
Camarophyllopsis_schulzeri_1	0	0	0	0	0	0	6	3
Camarophyllopsis_schulzeri_2	0	0	0	0	0	5	0	4
Clavaria_californica_1	0	2	0	0	0	0	5	2
Microascus_atrogriseus_1	2	0	0	0	0	1	0	6
Mortierella_alpina_1	0	2	0	0	0	0	7	0
Ramicandelaber_taiwanensis_7	0	0	0	0	0	0	9	0
Clavulinopsis_sp_1	0	0	0	0	0	8	0	0
Ramicandelaber_taiwanensis_8	0	0	0	0	0	0	1	7
Leucocoprinus_sp_1	1	0	0	0	0	0	0	7
Ramicandelaber_taiwanensis_9	0	0	0	0	0	8	0	0
Lichtheimia_ramosa_2	0	0	0	0	0	0	0	8
Capronia_sp_1	0	3	0	2	0	0	0	2
Vishniacozyma_sp_2	2	0	0	5	0	0	0	0
Knufia_mediterranea_2	1	0	0	1	0	2	2	1
Knufia_sp_2	6	1	0	0	0	0	0	0
Actinomucor_elegans_1	1	0	0	0	0	4	0	2
Peziza_sp_16	0	1	0	0	0	0	6	0
Tulostoma_eckbladii_1	1	0	0	6	0	0	0	0
Ramicandelaber_taiwanensis_10	0	0	0	0	0	0	4	3
Tulostoma_lysocephalum_1	0	6	0	0	0	0	1	0
Mucor_racemosus_1	0	0	0	0	0	0	7	0
Entoloma_sp_3	0	1	0	1	0	2	2	0
Pithoascus_nidicola_2	0	0	0	0	0	0	0	6
Entoloma_cremeostriatum_1	0	0	0	0	0	0	0	6
Peziza_sp_17	1	2	0	1	0	0	1	1
Gastrosporium_simplex_1	1	0	0	0	0	0	5	0
Entoloma_sp_4	0	6	0	0	0	0	0	0
Peziza_sp_18	0	0	1	5	0	0	0	0
Lichtheimia_ramosa_3	1	0	0	0	0	0	5	0
Ramicandelaber_taiwanensis_11	3	0	0	1	0	1	0	1
Mucor_circinelloides_1	0	2	0	2	0	1	0	0
Peziza_sp_19	0	0	0	0	0	0	5	0
Peziza_sp_20	3	0	0	0	0	0	0	2
Leucoagaricus_erminiae_2	0	0	0	0	0	5	0	0
Peziza_sp_21	0	0	0	0	0	3	0	2
Arachniotus_hebridensis_1	0	0	5	0	0	0	0	0
Ramicandelaber_taiwanensis_12	1	0	0	0	0	0	0	4
Mortierella_sp_8	5	0	0	0	0	0	0	0
Mortierella_sp_9	0	0	0	0	0	0	5	0
Peziza_sp_22	0	0	0	2	0	0	3	0
Ramicandelaber_sp_1	1	0	0	0	1	0	3	0
Ectophoma_multirostrata_2	0	0	0	0	0	0	5	0
Microascus_levis_1	0	5	0	0	0	0	0	0
Peziza_sp_23	0	3	0	1	0	0	0	0
Camarophyllopsis_schulzeri_3	0	0	0	0	0	0	3	1
Cladophialophora_sp_1	0	0	0	0	0	0	4	0
Ramicandelaber_taiwanensis_13	4	0	0	0	0	0	0	0
Conocybe_dunensis_1	0	0	0	0	0	0	4	0
Cladophialophora_sp_2	0	3	0	1	0	0	0	0
Coprinellus_radicellus_1	0	1	0	0	0	0	3	0
Ramicandelaber_taiwanensis_14	0	0	0	0	0	0	4	0
Entoloma_notabile_1	0	4	0	0	0	0	0	0
Malbranchea_zuffiana_1	0	0	0	0	0	4	0	0
Cladophialophora_sp_3	0	0	0	4	0	0	0	0
Peziza_sp_24	0	0	0	0	1	0	0	3
Mortierella_sp_10	0	0	0	0	0	3	0	1
Mortierella_reticulata_1	2	0	0	0	0	0	0	2
Arthrocladium_tropicale_1	0	0	0	0	0	0	0	4
Entoloma_luridum_1	0	2	0	2	0	0	0	0
Myrmecridium_sp_1	0	0	0	3	0	0	0	0
Ramicandelaber_taiwanensis_15	0	0	0	0	0	0	3	0
Peziza_sp_25	0	0	0	0	0	0	0	3
Peziza_sp_26	0	0	0	1	0	0	2	0
Peziza_sp_27	0	0	0	0	0	0	3	0
Xepicula_leucotricha_3	0	0	0	0	0	0	0	3
Peziza_sp_28	1	0	0	0	0	0	0	2
Apiotrichum_domesticum_1	0	0	0	0	0	0	3	0
Emmonsiellopsis_terrestris_1	1	0	0	0	0	0	0	2
Peziza_sp_29	1	0	0	0	0	0	2	0
Vishniacozyma_victoriae_3	0	0	0	0	0	0	3	0
Coprinellus_curtus_1	0	3	0	0	0	0	0	0
Knufia_sp_3	0	0	0	3	0	0	0	0
Mortierella_histoplasmatoides_2	1	0	0	0	0	2	0	0
Albifimbria_verrucaria_2	0	0	0	0	0	3	0	0
Mortierella_sp_11	0	0	0	0	0	0	3	0
Entoloma_rusticoides_1	0	0	0	0	0	1	0	2
Entoloma_rusticoides_2	0	0	0	2	0	0	1	0
Peziza_oceanica_2	0	0	0	0	0	3	0	0
Coprinopsis_radiata_1	0	0	0	0	0	0	2	1
Calcarisporiella_sp_1	0	0	1	2	0	0	0	0
Leucoagaricus_erminiae_3	0	0	0	0	0	0	3	0
Xepicula_leucotricha_4	0	0	0	0	0	3	0	0
Romagnesiella_clavus_1	0	0	1	0	0	0	2	0
